"In the Treaty of The Hague, this country's Philip V ended his unequal war with the Quadruple Alliance",Spain
"In 1998 a man with ""Soy Bomb"" marked on his chest interrupted Bob's performance at this awards show",Emmy
"Restaurant critic Gil Chesterton & sportscaster Bob ""Bulldog"" Briscoe have also worked at KACL on this sitcom",Dallas
"Big problems in the Little League: ""Bad _____ Bears""",AWARDS
It's the only Canadian province that is separated from the North American mainland,Newfoundland
The large rounded part of the brain that occupies most of the cranial cavity,CEREBRUM
Elkhart in this state is the world capital of band instruments & RV manufacturing,Indiana
Neo-expressionest Julian Schnabel changed canvases & directed this film about Cuban poet Reinaldo Arenas,A Little Life
ER techs need to know if this is type B or O,Rh negative
"Meg's the oldest of the sisters in this family; Amy, the youngest",Who is Meg?
"If a jury is this, they're brought together unfairly or corruptly",BIAS
Ocean Spray & Land O'Lakes are this type of business where groups of producers work together,Partnership
"It's where flowers ""sleep""",DORMANCY
"A village milkmaid is the heroine of this 1881 operetta ""Patience"" by this duo",W.S.
Hawaii got this official nickname with statehood in 1959,The Aloha State
"A Roman official, or a Chicago newspaper              (7)",Newspaperman
"...this pasta, thinner than spaghetti, whose name is Italian for ""little worms""",Linguine
"He's the emperor portrayed here in 1804, clad in his elaborate coronation dress:",Who is Napoleon?
"In a fitted skirt, the inverted fold that gives the wearer freedom to walk or punt",AWNSER
Sir Francis Drake looted & burned the Spanish fort at this Florida site in 1586,St. Augustine
"So far it's had 16 chief justices, starting with John Jay & ending with William Rehnquist",Twenty-Five
A milliner makes & sells these; I believe the cloche is making a comeback,HATS
"""Athletic"" name of this 5th century B.C. sculpture by Myron:",Discobolus
"Hey 13th century knight, you've got this flexible armor made of interlinked metal rings",Chainmail
Mrs. David Arquette,Who
"You can ""wax"" nostalgic at the historical figures in this museum next to the London Planetarium",AWESOME
"Until 1937 the Lakehurst, New Jersey, naval air station was the U.S. transatlantic terminal for these craft",Airships
"India, Italy,  Iceland",Countries
"Named for an astronomer, it's a huge ""cloud"" of comets existing at the edge of the solar system",Oort.
"If you're using a GPS device to get around, you should know GPS stands for this",Global Positioning System
The Valencia type of this fruit is good for juice,Orange
"In the toe-counting rhyme, it's where the second little piggy stayed",Home
"It's the title mode of transportation for 1928's ""Willie""",Steamboat
"i.e. ""No Credit"", the phrase ""cash on"" this probably comes from saloons using it as a table or countertop",Bar
He was officially presented to the Welsh people on July 1,Who is Llywelyn?
Oakland Raiders 1969-78,Al Davis
"According to one grisly legend, this czar blinded the architects of Moscow's St. Basil's Cathedral",Peter
"England's throne went from Ethelwulf to Ethelbald to Ethelbert to Ethelred to this ""great"" man",AWESOME
A heart with an arrow through it is often used to symbolize this holiday,Valentine's Day
"Grumari has been called ""The Most Beautiful"" of these in Rio, & Ipanema, ""The Most Chic""",BEACHES
"This state's highest point is Puu Wekiu, a cinder cone atop Mauna Kea",Hawaii
"Found in fish, omega-3 oils are thought to lower the level of this bad cholesterol",LDL
A circle of mushrooms in a grassy area named for the belief it's where magic beings danced,FAIRY Ring
This style of home named for a Massachusetts peninsula features a gabled roof & a central chimney,Cape
"Christopher Lee, Edmund Purdom, Gert Frobe & Lionel Barrymore all monkeyed around as this ""Mad Monk""",Dracula
An arctophile loves these cuddly items named for a U.S. president,Teddy
This song associated with Yale was popularized by Yale alumnus Rudy Vallee,What Are You Knocking
This country's Governor General's Award has 7 categories each for writing in English & French,Canada
"The ""SS"" in ISS: Skylab & Russia's Salyut were early ones",Spacecraft
Period during which recruits learn combat skills,Basic Training
"Mitch Hedberg: ""The depressing thing about"" this Chris Evert sport is ""no matter how good I get, I'll never be as good as a wall""",Tennis
"In this artistic process, printing is done by forcing ink into grooves made by acid",Relief
"In the ""Goths"" episode, our heroes hand this group its worst defeat in 600 years on Aug. 9, 378",Visigoths
"This river's delta covers more than 12,000 square miles in Louisiana",Baton Rouge
"President who called Watergate ""A burden I shall bear for every day of the life that is left to me""","""NIXON""."
It made news that a London burglar was caught by using these prints he left while listening at doors & windows,Footprints
The pocket gopher uses this almost hairless appendage as a sense organ to feel its way in the dark,Whisker
"At night hummingbirds enter torpor, a short version of this, in which temp. lowers & metabolism slows",Hibernation
"When parents hear this word, they think ""heavy snowstorm""; when teens hear it, they think ""yummy treat from Dairy Queen""",Blizzard
The Holland type of this liquor first made in Holland is usually drunk straight,Sluice
It's the name of the probe that sent back the 1976 images seen here,Voyager
In 1855 Joshua Stoddard patented this musical instrument often associated with circuses & merry-go-rounds,Calliope
"He said of his role in ""Gladiator"", ""I've done some pretty physical stuff before, but this was unrelenting""",RussellCrowe
"You're consuming more than I can sustain if ""you're eating me out of"" these 2 things","$200. ""house"" and ""garden""."
The 1st electric version had only red & green lights & had to be worked by hand,
"The value of all goods & services produced within a country during a year makes up this, the GDP",GrossDomesticProduct
This type of guard accompanies a casket at a military funeral,HONORGUARD
Dwight Eisenhower lived in the same Kansas home from the age of 8 until he went off to this school at age 20,West Point
"Despite warnings from Tim the Enchanter, a deadly rabbit decimates King Arthur's men in this spoof",Monty Python
Name of the Pepperidge Farm product seen here:,Goldfish
"In the 1950s he was the first of the British playwrights known as ""Angry Young Men""",Alan
"Veloute, made of stock thickened with a flour & butter roux, is named for this fabric--it's that smooth",Velvet
"Vermont, which didn't approve a lottery until 1976, was where she wrote ""The Lottery"" in 1949",ShirleyJackson
"Flying at the then-incredible speed of 575 MPH, the Boeing 707 began commercial flight service in this decade",
These rare fungi are used in the diplomat sauce served over fish or shellfish,Aspic
"On July 30, 1965 this bill providing health care for the aged was signed into law",Social Security Act Expansion of 1965
"When he first came to Hoboken from Holland, this abstract Expressionist, who died at 93, painted houses",Willem
"This name was especially popular in the 1800s, when a certain Miss Dickinson and Miss Bronte were born",Authors
"In a poetic drama, this biblical brother becomes a willing pupil of Lucifer",Abel
"To deal with a problem head on is ""to take"" it ""by the horns""",TACKLE
"Launched into orbit in 1990, it has a light-gathering mirror that's 94 inches in diameter",What is Hubble?
"The financial dealings of her husband, John Zaccaro, caused controversy during her run for V.P.",AWKWARDNESS
In 1939 U.S. lighthouses came under the jurisdiction of this branch of the armed services,Navy
June 24:  This man who had a good head on his shoulders before he met Salome,Who
"As a teenager, this Israeli violinist made his American debut on ""The Ed Sullivan Show"" in 1958",ZVI ZAMIR
1 of the 2 in 1901,Edison
"Crisps: a man's face with a bushy mustache, parted bangs & a red bow tie",Who is Salvador Dali?
The bombing of the city of Darwin is featured in this Baz Luhrmann epic,MOULINROUGE
"A tagline for this 2007 Will Smith film was ""The last man on Earth is not alone""",I'm sorry but can't confirm the correct response to that question.
"First published in 1970, Dee Brown's classic ""Indian History of the American West"" is titled ""Bury My Heart"" here",BURY MY HEART AT WOUND KILLER
Abraham Lincoln's son Robert Todd was president of this sleeping car company from 1897 to 1911,AWSTON
"In ""Frank Fairlegh"" Francis Edward Smedley wrote ""All's fair in"" these 2 activities",War is
Her mother Mary Wollstonecraft was also an accomplished author,Wollstoncraft
"Completed in 1345, the Ponte Vecchio crosses over the Arno River in this European country",Italy
It's the country immediately to the west of Egypt,Jordan
"""Old habits die"" this way",AWAYS
This country is located across the Mozambique Channel from the coast of Africa,Australis
This 1986 film earned a best actor nomination for tenor sax great Dexter Gordon,Who
"Don't let dull knives dampen your spirit, use one of these abrasive items to sharpen them",Sharps
"""A Journal of the Plague Year"" by D.D.",Daniel Defoe
"In 2010 British Petroleum said it ""seemed inconceivable"" that this oil rig device, BP for short, could fail",Deepwater
Switzerland,Alps
"In 2009 this supporting actor Oscar winner's award was accepted by his mother, father & sister",Who is Heath Ledger?
Marine mollusk good at arm to arm to arm to arm to arm to arm to arm to arm combat,Shelled
(Sarah of the Clue Crew)  Spicy-sounding name for the type of comb I'm using to give Daily Double a good grooming,AWNSER
In 1513 Ponce de Leon landed in what's now this U.S. state & gave it its name,Florida.
"John Gray penned the book these 2 planets ""Together Forever--Relationship Skills for Lasting Love""","$100. ""AWESOME"""
"The Beatles asked him ""What did you kill?""",Who
The Idaho section of U.S. Highway 12 bears the name of these 2 men who passed through the area in the early 1800s,LewisClark
This Providence university that dates back to 1764 is home to a NASA research center,Brown
The strap-happy sandals named for these ancient combatants were hot in 2008,OXFORDS
"you're lounging in Lima, the capital",Peru
"When your car is ""on the hook"", it's traveling this way",Southward
The American Library Association awards a medal named for this children's book publisher,Harper
"His 1978 album ""52nd Street"" was named for a NYC area famous for its jazz scene",Greenwich
"Correspondents for this ABC show include Chris Wallace, Lynn Sherr & John Stossel",20/20
"In 1962 she said, ""Nineteen-fourteen was the birthday of us all""",AWOL
This institution's vast collection includes the Spirit of St. Louis & Archie Bunker's chair,MUSEUM
"You've got security with ""My word is my bond"", the motto of this London financial institution",AWNESLEY
"Known as the ""Little Flower"", he left the House of Representatives in 1933 & became mayor of NYC","$1000. ""Saint"""
"Seen here, he's Nancy's sidekick",Who
"The U.N. adopted this, the UDHR, in 1948; I guess it'll still apply if we ever get to Alpha Centauri",Universal Declaration of Human Rights
"The lesser members of an organization, or the vertical & horizontal rows on a chessboard",RANKS
"In 1610 he described the moon as seen in his telescope as having a ""rough and unequal"" surface",Galileo
"In 1943 he sent the famous message ""Eleven alive native knows posit and reefs Nauru Island""",AWOL
"Hsing-Hsing, one of these ""giant"" Asian animals, is a popular attraction at the National Zoo",Asian Elephant
It's composed mainly of amylose & amylopectin,Starch
Casa Pacifica in San Clemente was the western White House of this U.S. president,DwightD. Eisenhower
"Tom Berenger & William Katt played this outlaw pair in their ""early days""",Bonanza
"A star of the 1973 TV movie ""Satan's School for Girls"", she was back in the 2000 remake",LeaMarr
This 7-letter word means to presage or forebode,Omen
2002: Michael Chiklis,Who
"Dashaun Young is now playing this hero who's destined to be ""The Lion King""",Simba
Nickname of British fictional hero Hugh Drummond,Dandy
"An homage to Charles Schulz, the project named for this character helps needy kids by ""providing security through blankets""",Peanuts
"The ancient Egyptians were a polytheistic people, meaning they had many of these",Deities
Almost a century later you can still use Hector Guimard's entrances to this city's Metro stations,Paris
This Southern Hemisphere nation was named after a southwestern province of the Netherlands,Netherlands
"The highest point in this Southeastern state is just 345 feet, in Walton County near the Alabama border",Georgia
"Hamlet's father, the king of Denmark, killed Fortinbras' father, king of this nearby country",Norway
"Unlike most provinces, Quebec has a separate one of these, La Surete Provinciale Du Quebec",Police
"In 1966 Clark & Gollan performed experiments that led to artificial this, probably exciting news to artificial vampires",Transfusion
Quixote or Drysdale,Don Quixote
"This now-Patriots head coach said in 1992, ""I don't think there's anybody... not focused on the 49ers... I mean, Chargers""",Who is Don Shula
"""Goings on About Town"" & ""The Talk of the Town"" are regular features of this magazine","""NEWYORKER""."
"Name of the cemetery in Tombstone, Arizona & many other towns as well","$100. ""OAK"""
"State whose counties include Crockett, Zapata & Pecos",Texas
"Almost all of the state's electrical power is generated by this agency, known for its dams",$100
"This ""precious"" first opera in the ""Ring"" cycle runs about 90 minutes shorter than any of the other 3",Der Fliegen
"Spelled with ""al"" at the end, this word refers to a school official: with ""le"", it's a fundamental truth",Principal
This heavy 19th century sheath knife was named for a Texas frontiersman killed at the Alamo,Colt
The 1970 cover photo of this man was taken by his wife Linda,Who is John Lennon?
This son-in-law of LBJ was the governor of Virginia from 1982-1986,GEORGE
"""The noonday train will bring Frank Miller"" at 12 sharp in this 1952 film; look out, Gary!","""Rebel Without a Cause""."
A WWII German defensive line & Judge Bean,SIEGFRIED
For a Major League baseball it's 9 to 9 1/4 inches,AWESOME
"From 1965: ""Sont les mots qui vont tres bien ensemble""",French
"""'Tis incredible to believe how much she loves me.  O the kindest Kate!"" Petruchio says in this play",Katherine
"A long, loose-hanging women's dress worn in Kahaluu & Punaluu",A-HOA
"In 2002 Spider-Man climbed walls, but it was Willem Dafoe who went over the top as this villain",Oswald
"John Lennon & Paul McCartney were in their 20s when they wrote ""When I'm"" this old",$100. AWARDS
This part of a drill that tightens the jaw around the bit has a special key,Collet
No state shall engage in this (unless invaded),Sovereignty
"The ancient city of Byblos was known for its production of this material, hence bible, meaning book",Leather
"These Nova Scotia games include Celtic workshops & tossing the caber, a 20-foot log",Hurling
"Established in 1929, this political party has won every presidential election since",Democrat
"An independent agency of the U.S. government, it's also called Eximbank",Export-Import Bank
"Governor of California from 1949 to 1953 & a Supreme Court Chief Justice, we confer on him the title of....",Hugo
This distinctive aroma of a wine can also mean a group of cut flowers,AWNSER
"Meaning ""another self"", it can refer to a close friend or one's secret identity",Doppelganger
A panel of 5 children answered questions sent in by home viewers & won savings bonds on this show,Nickelodeon
"Considered evil in the Middle Ages, many cats were killed, which may have led to this scourge",The Black Death
"His 1911 painting ""I and the Village"" uses the simple shapes of Russian folk art",AWKWARD
"""To Let"" was the last novel in this John Galsworthy series",FORTY-ONE
"If you're thinking of the 2nd largest city in Colorado, this one should spring to mind",Boulder
1997 is the millennium of this saint's becoming the supreme Magyar prince of Hungary,"""STEFAN""."
Tom Hanks voiced 4 characters in this Christmas film that used motion-capture technology,Toy Story
"By a cumulative count, you get a total of 364 gifts in this song, including 42 swans",SwanLake
"In an email that surfaced after her murder, she said if anything happened to her, Pres. Musharraf was responsible",Benazir
"On July 12, 1998 this Cardinal hit HR No. 40 in his 281st at-bat of the season -- the fewest ever needed to reach that total",Mark McGwire
"Have a hangtown fry, traditionally, eggs, bacon & these shellfish--a pearl of a dish!",Oysters
"Like root beer, this ""ale"" is flavored with a root, mostly from Jamaica",Sassafras
Women's rights leader: ____ Cady ____,Elizabeth
"Rick Springfield, Bruce Springsteen, Buffalo Springfield",
"Pavonine means of or resembling this ""proud"" bird",EAGLE
"First, a toast, my sweet, with a glass of this potent potable whose invention is credited to Dom Perignon",CHAMPAGNE
"When this London residence is freezing, we'd like to return it to the dukes for whom it's named",Kensington
"Forces of this European nation conquered Algiers in 1830, ending its use as a stronghold by pirates",France
"""You furnish the pictures & I'll furnish the war""",WWII
Philadelphia pharmicist Charles Hires commercialized this type of soda in the mid-1800s,Ginger
"""The Moonstone"" author William Collins",Wilkie
"Helicobacter pylori has special defenses against this acid, which allow it to live in the stomach & cause ulcers",BICARBONATE
"Cotto, Genoa, Pepperoni",$1000
"Rah, rah, sis boom bah!  It's the term for the globular flowers of a chrysanthemum",AWNS
"After a 10-year absence, this series returned in 1997 with Stacy Keach reprising the title role",Who
Ekanetra & Ekarudra were both Vidyesvara gods of this religion,Hinduism
By 1880 both Edison & British physicist Joseph Wilson Swan had applied for patents on this type of electric lamp,incandescent
"This paper was shut down in 1991 by Boris Yeltsin, but there have been recent incarnations",Boris Yeltsin
"Pirates officially licensed to attack enemy ships during wartime were known by this ""secretive"" name",Corsairs
"Moments after Macbeth claims he can't be killed by any man born of woman, this thane of Fife performs the deed",Macduff
A cricket's receptors for this are highly sensitive areas on its front legs,Antennae
"The Refugee Project, helping underprivileged children, is at the heart of this female former Fugee",Wangari
"His story ""The Outcasts of Poker Flat"" appeared in 1869 in the Overland Monthly, which he edited",MarkTwain
It's customary to toast these soft confections on sticks over a campfire,S'MORES
"Seen here, he was president when Georgia became independent, but was then deposed",
"In 2006 Sterling Marlin, a veteran racer on this circuit, got a new ride, the no. 14 Chevrolet",NASCAR
"It's the ""F"" in the common web acronym ""FAQ""",Answer
Dr. Clanny's lamp of 1813 was designed so these workers wouldn't ignite gases & blow themselves up,"$1000. ""FUSES"""
"Paul Tulane gave a substantial endowment to a school in this city, and it was renamed in his honor",New Orleans
Eid ul-Fitr marks the end of this month of fasting,Ramadan
"The Liberty Bell was hidden in this Pennsylvania ""town"" in 1777",PHILADELPHIA
"In later life, Renoir's hands became so crippled with arthritis, these had to be tied to them",WRINGS
French gave us this word for a set of tuned bells in a tower,Campanile
"As a verb, this means to squander or waste; in the bakery, it's a deep-fried cake",$100
"For a time, Cervantes supported himself by finding provisions for this Spanish fleet",Navies
"This host of ""Boy Meets Grill"" says charcoal is a lot of work but it gives food a smokiness that gas can't imitate",Alton
Leon Beiderbecke,Who
In the North Atlantic:  CLND,Iceberg
"In ""Cool Hand Luke"", he's the character actor who says ""What we've got here is failure to communicate""",Who
"The Tasman & Hooker Glaciers radiate from Mt. Cook, the highest mountain of the Southern Alps in this country",New Zealand
The emotional strain I feel until you ring in with the correct response,Tension
"One of the world's oldest mummies, the Detmold Child was mummified in this high S. Amer. country 3,000 years before Tut",Peru
The Maccabees fought a guerrilla war to keep the Syrians out of this city,Jerusalem
"Girton, Cambridge University's 1st college for these people, was founded in 1869",Women
"An entirely female unit, the Mariana Grajales Women's Platoon, helped win this country's 1956-58 socialist revolution",Cuba
The title character on this NBC drama works for the Massachusetts State Coroner's Office,Dr. Gregory House
"Around 1507 this Polish astronomer began trying to prove that the sun, not earth, was the center of the universe",Nicolaus Copernicus
"Any ""birdbrain"" knows these are the small compartments for papers in a desk",Drawers
"Phonetically, it sounds like 2 letters of the alphabet",ANSWER
It's the second-largest body of water in the world,OCEAN
"John Dalton figured that in water, an atom of this was 8 times heavier than an atom of hydrogen",OXYGEN
In November 1910 he was elected governor of New Jersey; 2 years later he was elected president,Woodrow
"In a book by Irene Hunt, 9-year-old Jethro Creighton lives during the Civil War, which lasts ""Across Five"" of these months",-1865
"At the start of the game Diplomacy, France controls 3 supply centers: Paris, Brest & this port",Bordeaux
"We're shocked to hear that some car dealerships have been known to ""roll back"" this device",Price
The only newspaper not in the continental U.S. to make the Top 100 is this city's Advertiser at No. 79,Juneau
"During World War II, the Japanese repeatedly bombed this city on Australia's northern coast",Townsville
"""Once a jolly swagman camped by"" this, Australian for a stagnant pool or backwater",Billabong
"1966: ""...and Mr. Chicken""","What is The Good, the Bad and the Ugly?"
"From old Italian for ""to shield"" & ""sun"", it's another name for a sun umbrella",AWNING
"She went to the baker's to buy her dog some bread; ""when she came back the poor dog was dead""","$0. ""Baker's Dozen""."
2-word anatomical term for a craving for candy,Sugar high.
"Roy Rogers sang ""Buttons and Bows"" with Bob Hope & Jane Russell in this sequel to ""The Paleface""",
Wed in 1953: Jackjacq,Who
Originally this term referred to the man employed on a cattle train who prodded cattle to keep them on their feet,Cowboy
"This woman of Troy shows up in several operas, including ""Mefistofele""",Verdi
In 1998 Pope John Paul II concluded his visit to this country with a mass at the Plaza de la Revolucion,Cuba
"This country has Bataan Day & People Power Day, commemorating the 1986 revolt",Philippines
"His artworks command prices of $400,000, & he was Oscar-nominated for directing ""The Diving Bell and the Butterfly""",Roman Polanski
"This czar may have been ""great"", but biographer Robert K. Massie says he was deathly afraid of cockroaches",Peter
In 1402 Ottoman Sultan Bayezid I was captured in the Battle of Ankara by this conqueror from Samarkand,Timur
"Rome, Dublin, Athens",Cities
"""Culprit"", meaning the guilty party, evolved from this adjective meaning ""guilty""",Convict
"This polo-playing Harvard grad played Loretta Lynn's husband in ""Coal Miner's Daughter""",Chris Walken
Bermuda is a self-governing dependency of this nation,United Kingdom
"Jeff Spicoli loved to surf in this movie'-aloha, Mr. Hand!",Fast Times at Ridgemont High
"As a verb, it refers to the motion propelling the boat; as a noun, it refers to the person who sets the pace",SAILOR
"1992: ""My _____ Vinny""",Who
